mmsi,reason,span_km,ping_count,name,type
970179526,stationary,0.002,2,MMSI 970179526,other
970179568,stationary,0.002,2,MMSI 970179568,other
970179634,stationary,0.045,2,MMSI 970179634,other
970179692,stationary,0.001,2,MMSI 970179692,other
970179907,stationary,0.146,4,MMSI 970179907,other
970211034,stationary,0.066,2,MMSI 970211034,other
970211035,stationary,0.019,2,MMSI 970211035,other
970211385,stationary,0.001,2,MMSI 970211385,other
970211481,stationary,0.051,2,MMSI 970211481,other
970211855,stationary,0.004,2,MMSI 970211855,other
970212630,stationary,0.04,2,MMSI 970212630,other
970212646,stationary,0.032,6,MMSI 970212646,other
970212929,stationary,0.193,2,MMSI 970212929,other
970215113,stationary,0.016,2,MMSI 970215113,other
970215129,stationary,0.001,2,MMSI 970215129,other
970215171,stationary,0.0,2,MMSI 970215171,other
970215223,stationary,0.01,2,MMSI 970215223,other
970215224,stationary,0.155,2,MMSI 970215224,other
970215230,stationary,0.0,2,MMSI 970215230,other
970215237,stationary,0.062,2,MMSI 970215237,other
970215241,stationary,0.014,2,MMSI 970215241,other
970215244,stationary,0.003,2,MMSI 970215244,other
970215247,stationary,0.04,4,MMSI 970215247,other
970215249,stationary,0.002,2,MMSI 970215249,other
970215265,stationary,0.0,2,MMSI 970215265,other
970215277,stationary,0.0,2,MMSI 970215277,other
970215287,stationary,0.004,2,MMSI 970215287,other
970215309,stationary,0.0,2,MMSI 970215309,other
970215332,stationary,0.008,2,MMSI 970215332,other
970215341,stationary,0.179,2,MMSI 970215341,other
970216482,stationary,0.052,10,MMSI 970216482,other
970216495,stationary,0.009,4,MMSI 970216495,other
970216496,stationary,0.035,14,MMSI 970216496,other
970216505,stationary,0.07,2,MMSI 970216505,other
970216513,stationary,0.068,2,MMSI 970216513,other
970216516,stationary,0.0,2,MMSI 970216516,other
970217556,stationary,0.005,2,MMSI 970217556,other
970217902,stationary,0.0,2,MMSI 970217902,other
970218192,stationary,0.0,2,MMSI 970218192,other
970219514,stationary,0.108,2,MMSI 970219514,other
970219524,stationary,0.003,2,MMSI 970219524,other
970219792,stationary,0.004,2,MMSI 970219792,other
970220148,stationary,0.0,2,MMSI 970220148,other
970220173,stationary,0.003,2,MMSI 970220173,other
970220307,stationary,0.042,2,MMSI 970220307,other
970220490,stationary,0.0,2,MMSI 970220490,other
970220673,stationary,0.069,2,MMSI 970220673,other
970220693,stationary,0.003,2,MMSI 970220693,other
970220835,stationary,0.07,2,MMSI 970220835,other
970220921,stationary,0.001,2,MMSI 970220921,other
970220936,stationary,0.01,2,MMSI 970220936,other
970220950,stationary,0.002,2,MMSI 970220950,other
970220966,stationary,0.004,2,MMSI 970220966,other
970220976,stationary,0.001,2,MMSI 970220976,other
970220981,stationary,0.05,2,MMSI 970220981,other
970221012,stationary,0.011,2,MMSI 970221012,other
970221037,stationary,0.001,2,MMSI 970221037,other
970221063,stationary,0.022,2,MMSI 970221063,other
970221729,stationary,0.007,2,MMSI 970221729,other
970222790,stationary,0.001,2,MMSI 970222790,other
970222844,stationary,0.001,2,MMSI 970222844,other
970222942,stationary,0.043,2,MMSI 970222942,other
970227122,stationary,0.002,2,MMSI 970227122,other
970227201,stationary,0.009,2,MMSI 970227201,other
970227653,stationary,0.007,2,MMSI 970227653,other
970228534,stationary,0.0,2,MMSI 970228534,other
970228576,stationary,0.003,2,MMSI 970228576,other
970228665,stationary,0.016,4,MMSI 970228665,other
970228726,stationary,0.001,2,MMSI 970228726,other
970228727,stationary,0.002,2,MMSI 970228727,other
970228736,stationary,0.001,2,MMSI 970228736,other
970228754,stationary,0.003,2,MMSI 970228754,other
970230350,stationary,0.009,2,MMSI 970230350,other
970233253,stationary,0.0,2,MMSI 970233253,other
970233579,stationary,0.0,2,MMSI 970233579,other
970237625,stationary,0.003,2,MMSI 970237625,other
970237777,stationary,0.003,2,MMSI 970237777,other
970237927,stationary,0.0,2,MMSI 970237927,other
970238214,stationary,0.02,4,MMSI 970238214,other
970238482,stationary,0.045,2,MMSI 970238482,other
970238508,stationary,0.001,2,MMSI 970238508,other
970238985,stationary,0.001,2,MMSI 970238985,other
970239042,stationary,0.001,2,MMSI 970239042,other
970239047,stationary,0.005,2,MMSI 970239047,other
970239090,stationary,0.011,2,MMSI 970239090,other
970239104,stationary,0.002,2,MMSI 970239104,other
970239599,stationary,0.013,2,MMSI 970239599,other
970240785,stationary,0.008,2,MMSI 970240785,other
970242121,stationary,0.0,4,MMSI 970242121,other
970246568,stationary,0.155,2,MMSI 970246568,other
970246836,stationary,0.057,2,MMSI 970246836,other
970255203,stationary,0.006,2,MMSI 970255203,other
970255251,stationary,0.0,2,MMSI 970255251,other
970257182,stationary,0.011,2,MMSI 970257182,other
970258483,stationary,0.003,2,MMSI 970258483,other
970258626,stationary,0.025,4,MMSI 970258626,other
970259414,stationary,0.002,2,MMSI 970259414,other
970259423,stationary,0.039,2,MMSI 970259423,other
970259437,stationary,0.024,8,MMSI 970259437,other
970259476,stationary,0.009,2,MMSI 970259476,other
970259495,stationary,0.001,2,MMSI 970259495,other
970280222,stationary,0.022,2,MMSI 970280222,other
970281316,stationary,0.005,2,MMSI 970281316,other
970281330,stationary,0.06,2,MMSI 970281330,other
970282977,stationary,0.014,2,MMSI 970282977,other
970283678,stationary,0.004,2,MMSI 970283678,other
970283906,stationary,0.0,2,MMSI 970283906,other
970283944,stationary,0.018,2,MMSI 970283944,other
970284668,stationary,0.001,2,MMSI 970284668,other
970285323,stationary,0.004,2,MMSI 970285323,other
970285976,stationary,0.01,2,MMSI 970285976,other
970286472,stationary,0.034,2,MMSI 970286472,other
970286500,stationary,0.042,2,MMSI 970286500,other
970286564,stationary,0.061,2,MMSI 970286564,other
970286740,stationary,0.007,2,MMSI 970286740,other
970287473,stationary,0.024,2,MMSI 970287473,other
970287807,stationary,0.008,2,MMSI 970287807,other
970287812,stationary,0.013,2,MMSI 970287812,other
970289843,stationary,0.004,2,MMSI 970289843,other
970291213,stationary,0.0,2,MMSI 970291213,other
970470101,stationary,0.0,2,MMSI 970470101,other
970470124,stationary,0.012,2,MMSI 970470124,other
970470382,stationary,0.0,2,MMSI 970470382,other
970470399,stationary,0.003,2,MMSI 970470399,other
970470566,stationary,0.003,2,MMSI 970470566,other
970470753,stationary,0.0,2,MMSI 970470753,other
970471033,stationary,0.0,2,MMSI 970471033,other
970471307,stationary,0.0,2,MMSI 970471307,other
970471431,stationary,0.0,2,MMSI 970471431,other
970471572,stationary,0.0,2,MMSI 970471572,other
970471579,stationary,0.0,2,MMSI 970471579,other
970471587,stationary,0.0,2,MMSI 970471587,other
970471592,stationary,0.006,2,MMSI 970471592,other
970471667,stationary,0.022,4,MMSI 970471667,other
970471722,stationary,0.0,2,MMSI 970471722,other
970471723,stationary,0.013,2,MMSI 970471723,other
970471724,stationary,0.015,2,MMSI 970471724,other
970471857,stationary,0.0,2,MMSI 970471857,other
970471949,stationary,0.0,2,MMSI 970471949,other
970471951,stationary,0.0,2,MMSI 970471951,other
970471953,stationary,0.026,4,MMSI 970471953,other
970472038,stationary,0.0,2,MMSI 970472038,other
970472043,stationary,0.0,2,MMSI 970472043,other
970712503,stationary,0.0,2,MMSI 970712503,other
970845738,stationary,0.011,2,MMSI 970845738,other
970854118,stationary,0.006,2,Legato Odense,other
970854156,stationary,0.001,2,Legato Odense,other
970854181,stationary,0.012,2,MMSI 970854181,other
970854386,stationary,0.006,2,Volpino,other
970854628,stationary,0.006,2,Namaau,other
970856371,stationary,0.001,2,Calypso,other
970860141,stationary,0.007,2,MMSI 970860141,other
970860145,stationary,0.002,2,MMSI 970860145,other
970860146,stationary,0.061,4,MMSI 970860146,other
970860150,stationary,0.003,2,MMSI 970860150,other
970860151,stationary,0.032,2,MMSI 970860151,other
970860153,stationary,0.003,2,MMSI 970860153,other
970860154,stationary,0.049,2,MMSI 970860154,other
970860158,stationary,0.001,2,MMSI 970860158,other
970860173,stationary,0.004,2,MMSI 970860173,other
970860228,stationary,0.002,2,MMSI 970860228,other
970860235,stationary,0.009,2,MMSI 970860235,other
970860238,stationary,0.006,2,MMSI 970860238,other
970860239,stationary,0.186,4,MMSI 970860239,other
970860243,stationary,0.003,2,MMSI 970860243,other
970860277,stationary,0.013,2,MMSI 970860277,other
970860313,stationary,0.003,2,MMSI 970860313,other
970860316,stationary,0.003,2,MMSI 970860316,other
970860318,stationary,0.006,2,MMSI 970860318,other
970860320,stationary,0.012,2,MMSI 970860320,other
970860323,stationary,0.003,2,MMSI 970860323,other
970860333,stationary,0.126,6,MMSI 970860333,other
970860334,stationary,0.074,6,MMSI 970860334,other
970860367,stationary,0.007,2,MMSI 970860367,other
970860378,stationary,0.004,2,MMSI 970860378,other
970860380,stationary,0.005,2,MMSI 970860380,other
970860382,stationary,0.006,2,MMSI 970860382,other
970860441,stationary,0.01,2,MMSI 970860441,other
970860445,stationary,0.199,6,MMSI 970860445,other
970860453,stationary,0.026,4,MMSI 970860453,other
970860471,stationary,0.004,2,MMSI 970860471,other
970860512,stationary,0.008,2,MMSI 970860512,other
970860584,stationary,0.005,2,MMSI 970860584,other
970860664,stationary,0.007,2,MMSI 970860664,other
970860756,stationary,0.001,2,MMSI 970860756,other
970860904,stationary,0.003,2,MMSI 970860904,other
972125061,stationary,0.0,2,MMSI 972125061,other
972170456,stationary,0.003,2,MMSI 972170456,other
972171871,stationary,0.022,2,MMSI 972171871,other
972211691,stationary,0.009,2,MMSI 972211691,other
972211692,stationary,0.035,4,MMSI 972211692,other
972211694,stationary,0.031,2,MMSI 972211694,other
972211697,stationary,0.003,4,MMSI 972211697,other
972211698,stationary,0.001,2,MMSI 972211698,other
972211699,stationary,0.032,4,MMSI 972211699,other
972211700,stationary,0.001,2,MMSI 972211700,other
972211702,stationary,0.001,2,MMSI 972211702,other
972211704,stationary,0.067,2,MMSI 972211704,other
972211705,stationary,0.001,2,MMSI 972211705,other
972211706,stationary,0.004,2,MMSI 972211706,other
972211718,stationary,0.002,2,MMSI 972211718,other
972213636,stationary,0.0,2,MMSI 972213636,other
972215811,stationary,0.013,2,MMSI 972215811,other
972215820,stationary,0.008,2,MMSI 972215820,other
972222072,stationary,0.077,2,MMSI 972222072,other
972222474,stationary,0.009,2,MMSI 972222474,other
972226267,stationary,0.05,2,MMSI 972226267,other
972226916,stationary,0.006,2,MMSI 972226916,other
972227734,stationary,0.004,2,MMSI 972227734,other
972228263,stationary,0.008,2,MMSI 972228263,other
972230359,stationary,0.002,2,MMSI 972230359,other
972230368,stationary,0.0,2,MMSI 972230368,other
972230372,stationary,0.03,4,MMSI 972230372,other
972230375,stationary,0.003,2,MMSI 972230375,other
972230377,stationary,0.035,4,MMSI 972230377,other
972230378,stationary,0.002,2,MMSI 972230378,other
972230383,stationary,0.0,2,MMSI 972230383,other
972230385,stationary,0.002,2,MMSI 972230385,other
972230387,stationary,0.004,2,MMSI 972230387,other
972230388,stationary,0.003,2,MMSI 972230388,other
972230398,stationary,0.001,2,MMSI 972230398,other
972230400,stationary,0.012,2,MMSI 972230400,other
972230406,stationary,0.001,2,MMSI 972230406,other
972230408,stationary,0.002,2,MMSI 972230408,other
972230411,stationary,0.018,2,MMSI 972230411,other
972230416,stationary,0.001,2,MMSI 972230416,other
972230420,stationary,0.004,2,MMSI 972230420,other
972230426,stationary,0.006,2,MMSI 972230426,other
972230429,stationary,0.003,2,MMSI 972230429,other
972230430,stationary,0.043,4,MMSI 972230430,other
972230431,stationary,0.001,2,MMSI 972230431,other
972230436,stationary,0.001,2,MMSI 972230436,other
972230441,stationary,0.001,2,MMSI 972230441,other
972230447,stationary,0.002,2,MMSI 972230447,other
972230458,stationary,0.003,2,MMSI 972230458,other
972230470,stationary,0.003,2,MMSI 972230470,other
972230476,stationary,0.0,2,MMSI 972230476,other
972230478,stationary,0.008,2,MMSI 972230478,other
972230479,stationary,0.001,2,MMSI 972230479,other
972230482,stationary,0.019,2,MMSI 972230482,other
972230485,stationary,0.049,2,MMSI 972230485,other
972230496,stationary,0.009,2,MMSI 972230496,other
972230498,stationary,0.001,2,MMSI 972230498,other
972230511,stationary,0.023,2,MMSI 972230511,other
972230512,stationary,0.008,2,MMSI 972230512,other
972230514,stationary,0.006,2,MMSI 972230514,other
972230519,stationary,0.0,2,MMSI 972230519,other
972230529,stationary,0.012,2,MMSI 972230529,other
972230533,stationary,0.004,2,MMSI 972230533,other
972230535,stationary,0.021,4,MMSI 972230535,other
972230540,stationary,0.0,2,MMSI 972230540,other
972230553,stationary,0.001,2,MMSI 972230553,other
972230560,stationary,0.001,2,MMSI 972230560,other
972230574,stationary,0.001,2,MMSI 972230574,other
972230575,stationary,0.018,2,MMSI 972230575,other
972230578,stationary,0.021,2,MMSI 972230578,other
972230587,stationary,0.004,2,MMSI 972230587,other
972230588,stationary,0.001,2,MMSI 972230588,other
972230589,stationary,0.0,2,MMSI 972230589,other
972230597,stationary,0.002,2,MMSI 972230597,other
972230600,stationary,0.046,2,MMSI 972230600,other
972230604,stationary,0.0,2,MMSI 972230604,other
972230610,stationary,0.004,2,MMSI 972230610,other
972230614,stationary,0.017,2,MMSI 972230614,other
972230623,stationary,0.017,2,MMSI 972230623,other
972230627,stationary,0.0,2,MMSI 972230627,other
972230629,stationary,0.013,2,MMSI 972230629,other
972230633,stationary,0.006,2,MMSI 972230633,other
972230646,stationary,0.002,2,MMSI 972230646,other
972230659,stationary,0.0,2,MMSI 972230659,other
972230665,stationary,0.001,2,MMSI 972230665,other
972230670,stationary,0.001,2,MMSI 972230670,other
972230673,stationary,0.021,2,MMSI 972230673,other
972230676,stationary,0.011,2,MMSI 972230676,other
972230682,stationary,0.0,2,MMSI 972230682,other
972230685,stationary,0.003,2,MMSI 972230685,other
972230689,stationary,0.02,2,MMSI 972230689,other
972230690,stationary,0.002,2,MMSI 972230690,other
972230691,stationary,0.002,2,MMSI 972230691,other
972230693,stationary,0.002,2,MMSI 972230693,other
972230695,stationary,0.003,2,MMSI 972230695,other
972230696,stationary,0.001,2,MMSI 972230696,other
972230697,stationary,0.049,8,MMSI 972230697,other
972230700,stationary,0.132,4,MMSI 972230700,other
972230705,stationary,0.002,2,MMSI 972230705,other
972230707,stationary,0.002,2,MMSI 972230707,other
972230708,stationary,0.003,2,MMSI 972230708,other
972230711,stationary,0.006,2,MMSI 972230711,other
972230716,stationary,0.002,2,MMSI 972230716,other
972230717,stationary,0.009,2,MMSI 972230717,other
972230718,stationary,0.018,2,MMSI 972230718,other
972230720,stationary,0.003,2,MMSI 972230720,other
972230730,stationary,0.003,2,MMSI 972230730,other
972230738,stationary,0.003,2,MMSI 972230738,other
972230750,stationary,0.003,2,MMSI 972230750,other
972230766,stationary,0.008,2,MMSI 972230766,other
972230783,stationary,0.001,2,MMSI 972230783,other
972230784,stationary,0.002,2,MMSI 972230784,other
972230786,stationary,0.007,2,MMSI 972230786,other
972230787,stationary,0.001,2,MMSI 972230787,other
972230793,stationary,0.009,4,MMSI 972230793,other
972230800,stationary,0.024,2,MMSI 972230800,other
972230806,stationary,0.014,2,MMSI 972230806,other
972230810,stationary,0.001,2,MMSI 972230810,other
972230818,stationary,0.002,2,MMSI 972230818,other
972230823,stationary,0.001,2,MMSI 972230823,other
972230831,stationary,0.004,2,MMSI 972230831,other
972230833,stationary,0.001,2,MMSI 972230833,other
972230837,stationary,0.002,2,MMSI 972230837,other
972230838,stationary,0.001,2,MMSI 972230838,other
972230848,stationary,0.006,2,MMSI 972230848,other
972230860,stationary,0.0,2,MMSI 972230860,other
972230868,stationary,0.006,4,MMSI 972230868,other
972230871,stationary,0.023,2,MMSI 972230871,other
972230873,stationary,0.01,2,MMSI 972230873,other
972230874,stationary,0.033,2,MMSI 972230874,other
972230877,stationary,0.011,2,MMSI 972230877,other
972230884,stationary,0.002,2,MMSI 972230884,other
972230886,stationary,0.002,2,MMSI 972230886,other
972230888,stationary,0.001,2,MMSI 972230888,other
972230889,stationary,0.023,2,MMSI 972230889,other
972230896,stationary,0.002,2,MMSI 972230896,other
972230898,stationary,0.001,2,MMSI 972230898,other
972230900,stationary,0.004,2,MMSI 972230900,other
972230903,stationary,0.004,4,MMSI 972230903,other
972230906,stationary,0.002,2,MMSI 972230906,other
972230907,stationary,0.024,2,MMSI 972230907,other
972230909,stationary,0.001,2,MMSI 972230909,other
972230914,stationary,0.002,2,MMSI 972230914,other
972230920,stationary,0.0,2,MMSI 972230920,other
972230925,stationary,0.004,2,MMSI 972230925,other
972230929,stationary,0.035,2,MMSI 972230929,other
972230936,stationary,0.0,2,MMSI 972230936,other
972230942,stationary,0.045,2,MMSI 972230942,other
972230952,stationary,0.0,2,MMSI 972230952,other
972230956,stationary,0.002,2,MMSI 972230956,other
972230959,stationary,0.047,6,MMSI 972230959,other
972230961,stationary,0.089,2,MMSI 972230961,other
972230962,stationary,0.024,4,MMSI 972230962,other
